Patient Aadhar,Patient Name,Patient Age,Gender,Location,XOffset,YOffset,Choice,Endowment,Characteristic 1,Characteristic 2,Characteristic 3,Characteristic 4,Characteristic 5,Characteristic 6
497098394292,Ishita Shah,59,F,Jalalpur,-9.4975,1.7353,1,11715,1,2,1,2,3,2
229705822342,Pratik Kolte,28,M,Bahraich,-5.3187,6.5137,2,42750,2,1,2,1,2,1
806353965373,Adesh Sinha,20,M,Vrindavan,-7.3499,-6.1112,4,81797,2,3,2,3,2,1
928523040650,Khushi Mujumdar,66,F,Bulandshahr,-9.0851,-0.1216,3,52077,4,3,4,3,2,1
212787553583,Pratik Rahi,45,M,Belagunj,3.9439,-1.0068,4,81659,4,3,4,3,4,3
658002929471,Ameya Upadhyay,58,M,Charkhari,4.163,-2.7585,2,33934,3,4,3,4,3,4
173035292415,Mahua Goyal,73,F,Gonda,-2.1915,1.9119,1,11981,4,3,2,3,4,3
138170829323,Vishakha Tomar,42,F,Orai,-7.6627,-2.8885,1,8922,4,3,4,3,4,3
936641230828,Prajjwal Dwivedi,38,M,Lakhimpur Kheri,-5.4339,8.6319,4,99185,2,1,2,1,2,3
948326147661,Khushi Tyagi,42,F,Kheri,-2.4279,5.7983,2,38990,3,2,3,4,3,4
338706395038,Devraj Kumar,34,M,Chandauli,-4.8302,4.9808,4,83417,4,3,4,3,4,3
416592448863,Pranshu Saha,71,M,Saidpur,9.1547,-2.9341,2,44430,4,3,4,3,4,3
369891459444,Pratik Barai,32,M,Orai,-3.4691,-8.8303,3,61532,2,1,2,3,2,3
719687977549,Abhik Samota,56,M,Sikandara,1.8796,-4.7348,3,52259,1,2,1,2,3,4
372080159680,Ameya Tyagi,44,M,Aligarh,5.5596,9.1391,3,59345,2,3,2,1,2,1
362200359521,Neha Goswami,75,F,Mehndawal,9.9615,6.6323,4,79351,2,3,2,1,2,1
297405087354,Divyanshi Dengere,71,F,Hapur,3.4844,4.0472,4,78445,2,3,4,3,4,3
894909951816,Prakhar Khandoi,56,M,Sidhauli,9.1903,-3.3739,1,15221,3,2,1,2,1,2
765443761724,Ishita Goyal,24,F,Azamgarh,-2.0039,-7.7723,1,10513,2,3,2,1,2,1
504030776008,Pranshu Lodhi,53,M,Jaunpur,2.4052,2.2103,1,14679,4,3,4,3,2,1
168942705511,Sonu Lodhi,66,F,Bithur,0.6685,0.109,4,92590,4,3,4,3,4,3
238490041054,Mona Rahi,27,F,Akbarpur,-1.9498,3.9614,3,73137,1,2,3,4,3,2
792666611618,Ashish Tomar,17,M,Ghazipur,-2.5739,4.7912,2,46792,2,3,4,3,4,3
291961895562,Mona Yadav,14,F,Muzaffarnagar,-4.8214,-8.0191,2,38876,3,2,3,4,3,2
901587445498,Ankita Sinha,55,F,Varuna,0.7201,0.2049,3,65280,2,1,2,1,2,1
203882446691,Janhavi Tomar,55,F,Lakhimpur Kheri,8.3043,8.6163,2,41640,4,3,2,3,4,3
148238950382,Monoj Koshta,26,M,Akbarpur,-4.4293,-4.0094,1,6790,4,3,4,3,2,3
560515616663,Dhairay Biswa,25,M,Orai,3.7099,9.5788,3,72431,1,2,1,2,1,2
670871891365,Aman Mehtele,15,M,Hathras,-2.969,-7.981,3,52943,4,3,4,3,4,3
646579528344,Aryan Shukla,36,M,Sarila,-8.7795,9.6962,1,7394,1,2,1,2,1,2
291751312585,Abhishek Desai,36,M,Koil Aligarh,-6.7896,-1.7285,4,84502,1,2,3,2,1,2
205001236396,Jamal Nigam,22,M,Kheri,8.196,0.167,2,35238,4,3,2,1,2,1
335444104475,Sonu Sharma,55,F,Utaraula,-1.7757,8.8236,4,94852,1,2,3,4,3,4
554415808228,Rhitwik Nigam,18,M,Kadaura,-8.1215,5.5604,3,72639,4,3,4,3,4,3
493759520159,Neha Tomar,71,F,Ghazipur,-6.9083,5.5433,3,64605,2,1,2,1,2,3
964866361920,Mahua Thakur,31,F,Belagunj,6.165,8.9811,2,49414,4,3,4,3,4,3
924696730628,Prakhar Koshta,29,M,Sarila,1.1091,3.2663,4,94261,3,2,1,2,1,2
429295939600,Jamal Shah,42,M,Ahraura,-4.1042,0.1264,3,67941,2,1,2,1,2,1
266000650847,Sonu Patri,52,F,Sikandara,7.2281,8.2738,1,21346,3,4,3,4,3,2
472849917376,Janhavi Rahi,59,F,Prayagraj,5.1654,5.3191,4,86876,2,3,4,3,2,1
598048050022,Sushma Mahajan,63,F,Ahraura,4.3392,7.1925,3,66117,3,4,3,4,3,4
502480724700,Aditya Singh,44,M,Sarila,-4.6,9.3519,3,61267,2,3,4,3,2,1
760335771662,Jamal Dengere,58,M,Mughal Serai,-2.4836,1.3759,2,49207,3,4,3,4,3,4
331041849077,Ameya Dadwal,20,M,Ghazipur,-0.2523,-3.3967,1,11288,2,1,2,1,2,1
719732248621,Ashish Mehta,56,M,Shahabad,5.0473,0.9697,2,42801,4,3,2,1,2,3
703331425499,Aman Biswa,46,M,Akbarpur,8.5805,-1.5455,2,37498,1,2,3,2,3,2
140991528424,Aman Desai,66,M,Mathura,-3.9686,2.0034,1,22838,4,3,4,3,4,3
705384577125,Aman Bansari,32,M,Tanda,7.3532,1.2149,1,6646,3,4,3,4,3,4
919593106986,Abhik Basu,20,M,Azamgarh,-9.2754,-9.1878,3,66195,4,3,2,1,2,1
787926182214,Khushi Vashishth,38,F,Bulandshahr,4.7827,-1.7424,3,73540,1,2,1,2,1,2
536227970267,Abhishek Mehta,70,M,Orai,6.5993,7.2286,2,45205,1,2,3,2,1,2
280905851271,Rhythm Tomar,66,M,Jigni,9.985,9.9447,3,53964,1,2,3,4,3,2
460423999729,Jaya Kolte,54,F,Nawabganj,-9.1033,-9.2445,1,5880,2,1,2,3,2,3
598109647011,Prakhar Rathod,44,M,Etah,-1.8018,-8.0217,4,82208,3,4,3,2,1,2
241005952494,Jamal Saha,36,M,Kamasin,4.2541,0.1398,1,20121,3,4,3,4,3,4
727045853776,Dhriti Sharma,17,F,Moradabad,4.1546,0.5234,4,99418,2,1,2,1,2,3
889296856026,Pratik Samota,16,M,Dalmau,6.3834,-6.9238,2,35745,2,3,4,3,2,1
657488386451,Divyanshi Desai,74,F,Vrindavan,5.4864,6.523,3,52152,4,3,4,3,2,3
420850705668,Khushi Khan,69,F,Kanpur Nagar,-6.0834,-3.3864,2,26373,2,3,2,1,2,3
791595707834,Nikita Mahajan,50,F,Terai Swamp,4.3513,3.9484,2,40335,1,2,3,2,3,2
556765136728,Dhairay Goyal,68,M,Hardoi,2.0875,-4.8056,4,84743,4,3,4,3,4,3
758366106613,Devraj Satpathy,24,M,Gonda,-8.8577,2.3584,1,8793,4,3,2,1,2,3
429560619984,Pulkit Chauhan,27,M,Mirzapur,-5.2409,3.3058,2,47709,3,2,1,2,1,2
442052711262,Ankit Tomar,30,M,Mainpuri,1.4438,-4.6499,4,79260,1,2,3,2,3,2
635763105676,Aditya Tyagi,20,M,Faizabad,0.508,8.0351,4,91918,4,3,2,1,2,3
481975292636,Taarak Mahajan,38,M,Mathura,-5.0133,0.2769,3,72276,1,2,3,4,3,4
944738551348,Janhavi Mahajan,40,F,Sultanpur,-7.0617,2.2948,3,64904,3,4,3,4,3,4
677115328938,Neema Bharti,49,F,Nagina,5.6184,5.4401,1,5334,4,3,4,3,2,3
611049496053,Aryan Tyagi,72,M,Aligarh,9.1415,7.8522,2,26801,1,2,1,2,3,4
512896885154,Aditya Garg,28,M,Moradabad,-6.9867,2.8746,1,6226,2,1,2,3,2,1
608216734785,Chamanlal Gupta,47,M,Kadaura,-2.5331,8.4578,1,20269,1,2,3,2,3,4
879271129950,Rhythm Tyagi,25,M,Nanpapa,2.6503,-1.7183,3,73506,3,4,3,4,3,4
586419898702,Sonu Sinha,50,F,Bijnor,5.4374,-1.2237,2,47788,3,2,3,2,3,4
657943399921,Devraj Singh,29,M,Sarila,2.1299,-3.0598,3,58266,1,2,3,2,3,4
616342700124,Pulkit Mahajan,46,M,Banda,8.2193,-6.5383,4,95357,3,4,3,2,3,2
703871327278,Pranshu Singh,40,M,Khurja,4.9057,5.7198,4,81972,1,2,3,2,1,2
624767192644,Divyanshi Satpathy,60,F,Aligarh,-5.6511,7.503,4,82604,3,4,3,2,3,4
838560043258,Rhitwik Bansari,15,M,Mehndawal,5.3513,0.8531,2,43170,1,2,1,2,3,4
349843378430,Pratik Arora,57,M,Charkhari,-5.6796,-6.8933,1,14872,4,3,2,1,2,1
597915206766,Aditya Gupta,65,M,Vrindavan,-2.6889,-9.4963,3,71550,2,1,2,3,2,1
166091591258,Janvi Dengere,39,F,Saharanpur,2.9211,0.8063,2,49221,1,2,1,2,3,2
767812954148,Nikita Bharti,35,F,Budaun,-9.567,1.6387,1,24075,1,2,3,4,3,2
816018098400,Pravat Upadhyay,15,M,Bansi,-6.7297,-9.3705,4,78879,4,3,4,3,2,3
301188867275,Prakhar Kolte,50,M,Shahjahanpur,4.6308,-6.1207,1,20133,3,4,3,2,3,2
532218638421,Ankita Rahi,38,F,Ghaziabad,2.4847,-2.7112,2,29815,2,3,4,3,4,3
552789761995,Utkarsh Khan,69,M,Fatehpur,6.8315,-9.657,4,94568,4,3,2,3,2,3
587568490725,Rhythm Khandoi,67,M,Saidpur,-4.7183,-5.6162,3,57043,4,3,4,3,2,3
923578907855,Janvi Bharti,58,F,Firozabad,5.9732,1.8635,2,42995,3,2,3,2,1,2
970444245510,Nikita Satpathy,51,F,Nanpapa,-6.8777,-5.876,2,30056,4,3,4,3,2,1
487578399296,Nikita Basu,23,F,Amethi,8.5356,-8.9963,3,50730,2,3,2,1,2,3
525857544340,Abhishek Mahajan,73,M,Nihasan,4.8111,-6.6573,1,6510,4,3,2,3,4,3
881652301472,Divyanshi Biswa,18,F,Chandausi,7.4619,6.6622,4,90051,4,3,4,3,4,3
919092368293,Pranshu Basu,37,M,Deoband,-2.1671,0.5385,1,19037,2,1,2,1,2,3
349251451065,Aryan Shah,49,M,Mainpuri,-3.3601,-3.1513,1,22279,1,2,1,2,3,2
489531076538,Arpit Mahajan,25,M,Pratapgarh,-9.1193,-2.8905,4,85750,3,4,3,4,3,2
308698096657,Antara Sharma,45,F,Firozabad,3.1628,0.8943,3,59974,4,3,4,3,2,1
847981612559,Dhriti Patri,62,F,Bijnor,5.3793,-6.9492,3,67773,1,2,1,2,1,2
155193702795,Vishakha Sharma,54,F,Bareilly,-0.8375,-9.7625,1,9111,1,2,3,4,3,2
360572955044,Amol Mujumdar,21,M,Vrindavan,6.5376,8.4028,3,53030,3,4,3,4,3,4
402792595313,Janhavi Nigam,34,F,Charkhari,1.5077,-6.9223,3,52954,2,1,2,1,2,1
476982688534,Aman Tomar,64,M,Deoband,-8.2308,-0.2884,4,90119,1,2,1,2,1,2
123265673939,Ankita Lodhi,13,F,Faizabad,-6.1478,5.7914,4,97951,3,2,3,4,3,2
268422880065,Devraj Samota,73,M,Fatehgarh,-4.9008,9.4944,3,63109,1,2,3,2,3,4
423785633481,Abhik Sharma,67,M,Bhadohi,-4.8649,-4.411,2,25941,4,3,4,3,2,1
417279582514,Arpit Mujumdar,37,M,Jigni,-7.0338,0.8818,3,67822,1,2,1,2,1,2
459043201227,Abhishek Bajpeyi,14,M,Sarila,-6.8349,6.868,3,57750,3,2,1,2,1,2
714530151176,Ashish Rathod,23,M,Hathras,5.1315,-5.7945,2,27994,3,2,1,2,3,4
266996611660,Ishita Barai,35,F,Bhadohi,3.5849,6.685,3,66473,4,3,2,3,4,3
951274099935,Janvi Goyal,58,F,Orai,1.8023,9.9733,3,50602,4,3,4,3,2,3
510061955247,Aman Khandoi,16,M,Bareilly,8.2706,9.0496,4,82844,4,3,2,3,2,1
638900081446,Rhitwik Satpathy,37,M,Banda,-2.0186,9.065,4,77790,1,2,1,2,3,2
308485659289,Abhishek Mehtele,71,M,Gorakhpur,5.2884,7.9074,1,8642,4,3,2,3,2,1
767422615246,Dhairay Tomar,20,M,Gorakhpur,-0.6844,6.0688,2,31463,2,3,2,3,4,3
950213314013,Nikita Biswa,66,F,Kannauj,-7.2603,-4.8472,4,83864,2,3,2,3,4,3
863126240937,Aditya Samota,59,M,Faizabad,-0.0075,-0.8641,3,58078,2,1,2,1,2,1
441379380251,Aryan Khandoi,37,M,Pratapgarh,-9.4567,8.8747,4,90997,4,3,4,3,2,1
530577499935,Divyanshi Nigam,37,F,Utaraula,-7.3531,-8.6174,3,50334,3,2,3,4,3,4
379984979414,Dhriti Mehtele,24,F,Faizabad,7.6124,4.5733,2,37348,4,3,4,3,4,3
426176774200,Taarak Dengere,49,M,Jalalpur,0.7833,2.4084,2,32614,2,1,2,1,2,1
606813911514,Pranshu Mehtele,14,M,Pillbhit,-1.244,-7.4605,3,52991,2,3,2,1,2,3
215075836362,Pratik Goyal,68,M,Ballia,-7.4312,-0.5424,3,74391,1,2,3,2,3,4
264941040502,Mahima Kumar,19,F,Gonda,4.0544,8.5853,1,10450,1,2,1,2,1,2
467399932631,Adesh Bharti,71,M,Kheri,3.1509,8.4761,2,25698,3,4,3,2,3,4
366349931478,Sushma Biswa,43,F,Etah,6.9518,-1.8269,3,55447,2,1,2,1,2,3
892165680138,Mahua Rahi,64,F,Charkhari,-7.3292,-9.8504,3,54604,2,1,2,3,4,3
919809951580,Aditya Bajpeyi,55,M,Nagina,6.0462,6.0701,1,18256,1,2,1,2,1,2
276161406517,Aman Shukla,55,M,Kamasin,1.1375,1.3218,4,80035,2,1,2,3,2,3
946256218345,Ameya Kolte,44,M,Mahoba,-3.1063,-3.2552,1,7782,1,2,3,4,3,2
282363523394,Vishakha Rahi,23,F,Mughal Serai,-5.7103,3.0022,2,39837,3,2,1,2,3,2
539549842510,Mahua Khandoi,36,F,Amethi,-4.0243,9.948,4,76178,1,2,3,2,3,2
782843782867,Devraj Yadav,24,M,Saharanpur,-4.9491,5.7181,2,42934,2,1,2,3,2,1
636058595617,Rhythm Shyamlal,61,M,Meerut,8.2308,7.4212,4,85155,3,2,1,2,3,2
358386256270,Aryan Khan,51,M,Padrauna,4.1989,-2.5358,1,6045,4,3,2,1,2,1
156480934116,Prakhar Desai,15,M,Varuna,1.3898,1.6851,3,58430,2,3,2,3,4,3
232226608822,Sonu Nigam,25,F,Fatehpur,-0.3244,7.5837,1,21757,4,3,2,1,2,1
382319481112,Janhavi Satpathy,72,F,Firozabad,-5.3371,3.7757,3,50036,4,3,2,3,2,1
178482698564,Sushma Gupta,42,F,Azamgarh,8.4295,-6.7768,2,40219,4,3,2,3,2,1
134487820580,Sonu Kumar,55,F,Uska,-2.3325,1.259,2,32884,1,2,3,2,3,4
192791479608,Utkarsh Satpathy,66,M,Ghazipur,4.2544,8.3989,3,53549,1,2,3,2,3,4
550839670300,Janvi Rahi,60,F,Utaraula,-5.2977,-9.0916,2,43972,3,4,3,4,3,4
847866166907,Neha Satpathy,26,F,Shahjahanpur,9.0331,2.8088,4,83411,4,3,2,1,2,1
588754555953,Monoj Bansari,18,M,Hathras,9.925,4.4867,2,35218,3,2,1,2,3,4
248126031681,Vishakha Dadwal,43,F,Hathras,-2.1093,-7.8701,4,91399,1,2,1,2,1,2
283115856246,Jamal Upadhyay,17,M,Lalitpur,-0.3249,-6.9762,3,51912,3,2,1,2,1,2
191405873825,Prakhar Bansari,70,M,Khurja,-8.9456,-3.3567,4,96151,3,4,3,2,3,4
236631464096,Mona Koshta,22,F,Deoria,-8.6901,6.18,2,25850,2,3,4,3,4,3
593508193578,Ashish Shyamlal,18,M,Bulandshahr,0.0955,-0.8986,4,81834,3,2,1,2,1,2
566335147084,Rhitwik Goswami,32,M,Moradabad,5.271,8.5768,2,41584,4,3,4,3,2,1
131560737931,Pulkit Rahi,60,M,Unnao,-2.1307,-4.3702,2,35731,3,2,3,4,3,4
926015313456,Sushma Samota,71,F,Hardoi,0.5649,-8.0319,1,20938,2,1,2,3,4,3
366522107437,Aryan Goyal,65,M,Sarila,5.4941,0.9129,2,41222,1,2,1,2,3,4
470353097921,Sushma Mehta,62,F,Akbarpur,4.9114,-4.9189,3,65704,1,2,3,2,3,2
349365072144,Prajjwal Gupta,25,M,Sikandara,6.0598,9.2453,1,5734,4,3,4,3,4,3
288726824107,Dhriti Koshta,56,F,Bareilly,-8.6454,4.776,4,83160,1,2,3,2,3,2
431621881434,Ashish Goswami,23,M,Shahjahanpur,1.1882,4.9374,3,66049,4,3,4,3,4,3
766280649226,Pulkit Nigam,17,M,Mehndawal,-6.7252,7.7646,1,13178,2,1,2,1,2,3
490846876518,Devraj Sharma,67,M,Banda,-5.2251,2.5968,4,80170,4,3,2,3,2,1
288024919460,Pranshu Shyamlal,41,M,Moradabad,-2.3921,8.4388,2,38293,4,3,2,1,2,1
427046586059,Dhairay Bharti,28,M,Etah,6.3355,-6.9737,1,10293,1,2,3,2,3,2
751116596970,Aman Basu,56,M,Kanpur Nagar,4.5209,0.9157,2,36322,4,3,4,3,4,3
334956062928,Chamanlal Yadav,13,M,Uska,2.0778,1.2634,4,84874,2,3,2,3,4,3
780987448121,Divyanshi Arora,16,F,Aligarh,8.2787,-1.4177,1,7512,2,1,2,3,4,3
965820689599,Prajjwal Biswa,36,M,Hardoi,2.3301,6.9986,2,34809,2,3,4,3,2,3
272868948554,Mahua Patri,48,F,Ayodhya,3.0514,4.5106,3,56934,2,1,2,3,2,3
698970205948,Abhishek Tyagi,53,M,Bulandshahr,1.8704,9.7357,3,50066,3,4,3,4,3,4
757129290672,Pravat Vashishth,73,M,Bhadohi,1.7337,-5.6437,4,91856,3,4,3,4,3,2
323819522096,Jaya Biswa,34,F,Fatehpur,-8.4077,4.3494,3,51926,4,3,2,3,4,3
232769981589,Prajjwal Satpathy,46,M,Khurja,8.4123,-5.1593,4,82043,4,3,2,3,2,1
894321606079,Mona Rathod,56,F,Hapur,-8.2272,-3.7905,4,87834,1,2,1,2,1,2
667506318675,Pulkit Dadwal,16,M,Kanpur Nagar,-6.5984,-4.6167,4,77523,1,2,1,2,3,2
486571821075,Nikita Dwivedi,27,F,Varuna,8.2958,-7.1804,1,14483,4,3,2,1,2,3
984121665053,Ameya Goyal,42,M,Utaraula,-5.2381,-3.3323,1,5921,1,2,3,2,3,2
526857901088,Adesh Vashishth,21,M,Jigni,-4.1092,-4.498,1,10227,3,2,1,2,1,2
458049290944,Aditya Koshta,73,M,Padrauna,8.6401,6.3218,1,12458,2,1,2,3,4,3
280695477915,Divyanshi Barai,41,F,Meerut,5.258,-9.6238,1,18058,1,2,3,2,3,4
931308919576,Abhishek Garg,38,M,Nagina,6.6061,-8.2026,3,69552,4,3,2,1,2,1
990348092805,Jaya Mahajan,24,F,Akbarpur,6.9639,3.2707,2,36019,2,1,2,1,2,3
982176751382,Chamanlal Tyagi,52,M,Budaun,9.0255,-7.7996,2,37919,3,2,1,2,1,2
443062777481,Ankita Desai,75,F,Jalaun,4.3356,3.8736,1,15092,4,3,4,3,2,1
860335817213,Jamal Desai,33,M,Barabanki,-9.1399,2.056,1,15677,3,4,3,4,3,4
991724020768,Ankita Bansari,15,F,Kheri,8.4717,3.8401,3,57134,4,3,4,3,4,3
490128577027,Jamal Sinha,12,M,Phulpur,-3.3988,-8.6779,3,51133,2,3,4,3,2,1
319022656654,Mahua Saha,47,F,Varanasi,-5.1616,0.0367,4,87011,2,1,2,1,2,3
676028542550,Taarak Khan,16,M,Ayodhya,8.5356,-6.235,2,43802,4,3,2,1,2,3
197953802949,Abhishek Barai,35,M,Mirzapur,7.4193,1.0056,4,76180,2,3,2,3,4,3
356902495918,Antara Bajpeyi,39,F,Nanpapa,-7.2667,2.8727,4,76614,2,3,4,3,2,3
906899426766,Pranshu Kolte,60,M,Sambhal,2.1368,-7.2267,2,49976,2,3,2,3,2,1
146191917733,Mona Dadwal,50,F,Etah,-2.9584,-0.0222,1,11137,3,4,3,4,3,2
580094623030,Prakhar Goyal,29,M,Unnao,9.3517,-2.152,4,84543,3,4,3,4,3,2
702285125850,Khushi Mehta,70,F,Saidpur,-7.3703,7.468,4,86380,2,1,2,3,2,3
699766650135,Rhitwik Arora,47,M,Bijnor,-6.0319,-8.2046,2,31682,1,2,3,4,3,4
462096017266,Bikash Desai,53,M,Deoband,-6.8214,9.5719,4,90405,3,4,3,4,3,4
574982619885,Pravat Mahajan,51,M,Ghazipur,-6.0755,9.8949,4,90242,4,3,2,3,4,3
904588978701,Janvi Tyagi,19,F,Sarila,6.4404,-8.283,2,36068,3,4,3,4,3,4
936813289128,Sushma Bharti,15,F,Utaraula,-0.4515,1.2961,1,11246,2,3,2,3,4,3
706474941716,Aditya Kolte,61,M,Sarila,-9.6395,7.6255,3,55463,2,3,2,1,2,1
846163801582,Prakhar Shukla,25,M,Nawabganj,-3.0034,-1.7297,4,96165,4,3,4,3,2,1
541937666714,Parth Dadwal,55,M,Amethi,7.7473,-8.3245,2,28265,2,3,4,3,4,3
987154203883,Amol Shah,73,M,Bansi,-8.7282,4.9837,1,10105,3,2,1,2,3,4
267229022304,Adesh Chauhan,20,M,Nawabganj,9.2857,9.8005,4,81075,4,3,4,3,2,1
665123473705,Rhitwik Soni,73,M,Tanda,-2.2856,6.2224,1,14571,4,3,2,3,4,3
740549744167,Parth Khan,47,M,Hardoi,-8.6817,5.0489,3,59216,1,2,1,2,3,2
916187584826,Pratik Satpathy,43,M,Mirzapur,-0.6389,-8.2383,1,16127,4,3,4,3,2,3
545915584888,Bikash Samota,63,M,Hapur,4.0498,7.8582,3,53002,1,2,3,4,3,4
618009795992,Ashish Lodhi,47,M,Unnao,7.7013,7.4792,3,58339,1,2,3,2,3,2
611163802850,Ishita Tomar,13,F,Dalmau,-2.382,-3.9703,4,87028,1,2,3,4,3,2
760447715553,Dhairay Bajpeyi,52,M,Sarila,1.5546,0.986,3,57522,4,3,4,3,2,3
495837658499,Ankit Dadwal,75,M,Kanpur Dehat,-5.7936,8.5702,2,45728,1,2,1,2,3,2
145356985332,Chamanlal Desai,51,M,Jalaun,5.7446,-1.989,1,18652,2,1,2,3,2,1
319080337313,Nikita Chauhan,73,F,Barhaj,-1.8586,0.3705,3,70599,2,3,4,3,2,3
998454130553,Chamanlal Khan,35,M,Chandausi,6.4046,9.465,1,16439,4,3,2,3,4,3
531862146582,Ashish Vashishth,71,M,Mainpuri,4.2143,6.3754,4,88865,2,1,2,3,2,1
161051739312,Janhavi Mehta,41,F,Nanpapa,-3.5897,-5.5894,1,21504,3,2,1,2,3,2
925976104113,Bikash Bharti,63,M,Gorakhpur,-8.1976,5.9847,3,69821,3,4,3,4,3,2
102590262097,Rhitwik Kolte,18,M,Hapur,6.6569,3.0376,3,65320,2,1,2,3,4,3
489302375799,Nikita Soni,72,F,Pillbhit,-4.5825,-8.8885,3,60558,3,4,3,2,1,2
975751634592,Amol Samota,64,M,Vrindavan,-8.4019,4.1374,4,81615,1,2,1,2,1,2
618204690289,Parth Koshta,44,M,Akbarpur,-9.66,5.6481,3,62344,1,2,3,2,1,2
769593174440,Aman Garg,14,M,Basti,2.6982,-9.9848,2,44617,3,4,3,4,3,4
271573906148,Ankita Khan,68,F,Barabanki,-8.2024,9.2588,2,31684,1,2,1,2,1,2
356646574064,Jamal Khandoi,59,M,Hapur,8.6272,-7.414,4,97159,4,3,2,3,4,3
123032868506,Antara Dwivedi,20,F,Terai Swamp,6.6251,8.2672,1,24296,1,2,1,2,3,4
813430124712,Ishita Gupta,55,F,Dalmau,-4.3755,2.9923,3,70964,4,3,4,3,4,3
501783409933,Antara Kolte,70,F,Mehndawal,-3.7575,2.3863,4,82857,3,2,1,2,3,4
832983797133,Divyanshi Soni,40,F,Muzaffarnagar,0.6116,-8.8978,2,25223,3,4,3,4,3,4
807986360995,Janvi Lodhi,57,F,Mughal Serai,2.9444,3.7498,2,31005,3,2,1,2,1,2
355556337525,Devraj Upadhyay,25,M,Vrindavan,2.7851,0.1847,2,43265,1,2,3,4,3,4
156563968307,Khushi Basu,47,F,Sidhauli,-1.0544,7.8899,1,18742,4,3,2,1,2,1
416833551657,Neema Satpathy,59,F,Mau,5.7538,3.5577,4,87201,1,2,3,4,3,2
735804734711,Ishita Kolte,50,F,Ghaghara R.,-8.1422,-3.4522,3,65153,3,2,3,4,3,4
535647701238,Ishita Dwivedi,75,F,Varanasi,3.255,2.3828,3,70597,2,3,2,3,2,1
355671894846,Rhitwik Thakur,61,M,Ghaziabad,3.2885,6.8021,3,55044,3,4,3,4,3,4
524108761704,Devraj Bansari,55,M,Fatehgarh,-1.7613,-0.1061,2,37383,1,2,1,2,3,4
534854895088,Abhishek Shyamlal,50,M,Kanpur Dehat,8.5785,-3.7087,2,41536,3,2,3,4,3,4
149690318439,Prajjwal Saha,70,M,Amroha,8.6163,-2.0793,3,61689,3,2,3,2,1,2
453623237063,Prajjwal Lodhi,53,M,Dalmau,-4.2104,9.3823,3,60624,1,2,3,4,3,4
237887448934,Mahua Soni,58,F,Ghatampur,5.4624,8.1024,4,76403,1,2,1,2,1,2
686461971995,Aryan Sinha,51,M,Kamasin,5.7955,-7.6078,2,41732,3,4,3,2,1,2
713012784887,Prajjwal Yadav,13,M,Ballia,6.2785,-4.9942,2,41038,3,4,3,4,3,2
363396910163,Adesh Lodhi,29,M,Fatehpur,-8.7514,-9.8929,4,81152,3,4,3,4,3,4
614497287576,Janhavi Sinha,23,F,Nawabganj,9.035,-3.2348,2,35897,3,4,3,4,3,4
103851503638,Arpit Garg,43,M,Kamasin,-2.546,-7.5764,2,41196,4,3,4,3,4,3
274764163873,Sushma Dadwal,21,F,Amethi,5.4159,1.0578,2,26372,4,3,4,3,4,3
653444947693,Mona Sinha,73,F,Etah,-2.0394,9.7768,1,5076,4,3,4,3,4,3
612463903453,Dhairay Tyagi,14,M,Ambedkar Nagar,-4.4673,-9.0542,2,47189,4,3,2,3,4,3
522967359311,Jaya Shah,25,F,Azamgarh,-2.8199,1.0717,1,20332,2,3,4,3,4,3
870573862187,Antara Dadwal,50,F,Pillbhit,-0.1538,-4.7224,3,64599,4,3,2,1,2,3
942549787575,Arpit Desai,42,M,Lalitpur,0.9626,5.2712,3,61625,3,2,1,2,3,2
182520047668,Ashish Barai,67,M,Sidhauli,3.9543,-6.7892,3,58466,4,3,4,3,4,3
696510656892,Ashish Singh,22,M,Barhaj,-6.6447,-4.8554,1,11450,4,3,4,3,4,3
388432151688,Ameya Biswa,66,M,Koil Aligarh,-1.3131,9.4176,4,94941,4,3,2,1,2,3
830501492618,Neema Rahi,43,F,Meerut,3.56,0.1668,1,21448,3,2,1,2,1,2
435012011932,Abhishek Dengere,24,M,Farrukhabad,-6.9495,4.9839,1,7677,4,3,2,3,4,3
822884124332,Mahima Garg,17,F,Sultanpur,6.2014,-4.4678,1,6839,4,3,2,3,4,3
750109999028,Janvi Dadwal,44,F,Nawabganj,-1.7932,-9.5834,1,17668,2,1,2,3,2,3
593854335431,Pulkit Shyamlal,13,M,Akbarpur,8.0034,7.9495,3,69178,3,4,3,4,3,4
171520528465,Dhriti Bansari,65,F,Kannauj,-0.9124,7.5864,3,63447,1,2,3,2,3,2
829563686764,Jamal Bajpeyi,71,M,Agra,-8.0022,7.1721,4,95077,4,3,4,3,2,3
813408953208,Pravat Rathod,59,M,Hapur,6.891,6.3796,3,58595,2,3,2,3,4,3
853605689973,Taarak Koshta,14,M,Nagina,-3.2446,8.2497,3,50220,2,1,2,1,2,3
909151121465,Devraj Mehta,57,M,Etah,7.4551,-0.8586,2,27201,2,1,2,3,2,1
221522361161,Monoj Sinha,25,M,Rae Bareli,-9.704,-8.3064,2,33130,3,4,3,2,3,2
497911817200,Monoj Tyagi,33,M,Sambhal,-9.7335,-9.8392,4,84740,1,2,3,4,3,2
212935923913,Khushi Dadwal,25,F,Phulpur,-0.4701,-7.9212,4,87218,1,2,3,4,3,4
